alcohol	chlorides	citric acid	density	fixed acidity	free sulfur dioxide	pH	quality	residual sugar	sulphates	total sulfur dioxide	type	volatile acidity
11.1	0.068	0	0.9956	7.2	10	3.42	6	2.2	0.72	24	0	0.67
9.9	0.08	0.21	0.9962	7.9	33	3.25	5	2.1	0.51	141	0	0.69
11.9	0.052	0.42	0.9963	7.6	6	3.44	6	2	0.82	24	0	0.3
11.3	0.062	0.3	0.9952	7.7	18	3.28	7	2	0.9	34	0	0.28
10.9	0.062	0.34	0.9974	8.2	8	3.22	6	5.1	0.94	22	0	0.24
11.9	0.082	0	0.9936	6.6	5	3.5	6	1.8	0.44	16	0	0.96
10.9	0.062	0.34	0.9974	8.2	8	3.22	6	5.1	0.94	22	0	0.24
10.1	0.104	0.25	0.9963	9.9	12	3.04	5	2	0.9	89	0	0.57
9.8	0.077	0.01	0.995	7.8	3	3.16	5	1.6	0.46	19	0	0.53
9.4	0.079	0.18	0.9965	7.5	24	3.34	5	1.6	0.58	58	0	0.4
9.6	0.076	0.37	0.9974	8.3	8	3.26	6	1.4	0.7	23	0	0.26
11.2	0.078	0.33	0.9957	7.6	6	3.3	5	2.5	0.58	23	0	0.41
10.4	0.066	0.24	0.9956	7.4	18	3.37	5	1.8	0.62	47	0	0.41
9	0.214	0.37	1.00369	10.2	55	3.18	6	15.4	0.77	95	0	0.54
11.1	0.07	0.29	0.99577	6.8	15	3.53	5	4.8	0.54	39	0	0.915
10.3	0.052	0	0.996	7	3	3.41	5	1.7	0.47	8	0	0.59
11.0666666666667	0.072	0.02	0.99566	7.3	31	3.32	6	2.2	0.68	92	0	0.67
9.8	0.078	0.02	0.99712	6.9	18	3.4	5	1.9	0.75	30	0	0.63
11.3	0.056	0.31	0.99472	7.2	15	3.23	8	2	0.76	29	0	0.38
11.6	0.062	0.02	0.99374	6.6	37	3.35	7	2	0.76	53	0	0.58
10.55	0.05	0.06	0.99236	6	38	3.3	6	1.8	0.5	89	0	0.54
10.5	0.067	0.4	0.99603	8.4	8	3.39	5	1.7	0.6	20	0	0.29
9.7	0.084	0.11	0.99578	10	8	2.88	5	1.4	0.47	24	0	0.69
11	0.071	0.08	0.99336	6.1	14	3.38	5	1.8	0.54	45	0	0.6
10.2	0.082	0.05	0.99808	7.1	3	3.4	3	5.7	0.52	14	0	0.875
10.1	0.08	0.03	0.99498	5.6	6	3.66	4	1.5	0.62	13	0	0.62
11.4	0.049	0.04	0.9942	5.6	5	3.72	5	1.7	0.58	13	0	0.54
9.7	0.089	0.26	0.99636	7.7	23	3.26	5	1.9	0.59	147	0	0.54
10.4	0.076	0.25	0.9953	6.8	29	3.34	5	2	0.6	61	0	0.48
11.3	0.063	0.09	0.99444	6.6	9	3.42	6	2.2	0.69	18	0	0.44
10.3	0.077	0.08	0.99528	6.1	24	3.6	6	1.9	0.68	45	0	0.53
10.2	0.059	0.08	0.99484	5.4	20	3.5	6	1.9	0.64	31	0	0.58
10.9	0.054	0.29	0.99666	7.4	19	3.4	7	2.2	0.76	49	0	0.25
10.4	0.064	0.42	0.99758	11.1	14	3.25	6	2.2	0.57	19	0	0.44
10.2	0.072	0.02	0.99575	7	17	3.36	5	2	0.61	26	0	0.57
10.55	0.065	0.17	0.99514	7	15	3.44	7	1.7	0.68	24	0	0.56
9.9	0.08	0.26	0.99622	7.8	31	3.21	5	2	0.52	131	0	0.6
12.4	0.23	0.53	0.9934	6.4	19	3.37	6	2.2	0.93	35	0	0.36
11.9	0.076	0.15	0.99622	6.2	13	3.54	6	5.1	0.6	27	0	0.7
11.3	0.118	0.15	0.9954	6.8	13	3.42	6	1.8	0.67	20	0	0.67
11.9	0.068	0.33	0.9947	7.4	9	3.36	6	2.4	0.6	26	0	0.35
11.5	0.066	0.44	0.99494	7.2	22	3.3	6	2.6	0.84	48	0	0.39
11.4	0.065	0.41	0.99492	7.5	34	3.34	6	2.4	0.85	60	0	0.31
11.6	0.077	0.15	0.99314	6.3	26	3.32	6	1.8	0.82	35	0	0.55
10.5	0.09	0.08	0.9949	6.2	32	3.45	5	2	0.58	44	0	0.6
10.2	0.075	0.12	0.99547	5.9	32	3.57	5	2	0.71	44	0	0.645
9.5	0.049	0.34	0.994	6.3	14	3.3	6	1.6	0.49	132	1	0.3
11	0.044	0.43	0.9938	8.1	28	3.22	6	1.5	0.45	129	1	0.22
9.7	0.04	0.62	1.0002	8.3	41	2.98	5	19.25	0.67	172	1	0.42
12.8	0.029	0.48	0.9892	6.2	29	3.33	8	1.2	0.39	75	1	0.66
10.5	0.049	0.42	0.993	6.8	41	3.47	8	1.7	0.48	122	1	0.26
10.4	0.046	0.32	0.9955	7	56	3.25	6	9	0.5	245	1	0.25
10.2	0.042	0.34	0.9934	8.3	7	3.47	6	1.1	0.4	47	1	0.14
10	0.051	0.23	0.9934	6.5	25	3.24	5	5.4	0.35	149	1	0.39
9.8	0.069	0.26	0.9954	7	28	3.13	6	7.4	0.46	160	1	0.31
9.8	0.063	0.26	0.994	6.2	63	3.27	4	4.4	0.52	206	1	0.45
10.9	0.057	0.33	0.991	6.2	21	3.32	7	1.1	0.46	82	1	0.16
10.9	0.045	0.35	0.9911	6.4	39	3.31	6	1	0.35	108	1	0.18
9.6	0.043	0.34	0.9962	7.2	37	3.09	6	11.9	0.5	213	1	0.21
10.3	0.038	0.27	0.9927	7.2	31	3.15	6	1.4	0.46	122	1	0.24
12.6	0.04	0.24	0.9903	6.4	27	3.22	7	6.4	0.49	124	1	0.26
10	0.063	0.28	0.9964	6	31	3.69	5	4.8	0.71	201	1	0.27
9.5	0.05	0.29	0.9962	7.4	21	3.13	5	10.1	0.35	105	1	0.24
9.3	0.064	0.3	0.9961	7.4	26	2.94	5	8.8	0.56	103	1	0.18
8.7	0.044	0.62	0.9975	7.1	52	3.12	6	11.8	0.46	152	1	0.44
8.7	0.044	0.62	0.9975	7.1	52	3.12	6	11.8	0.46	152	1	0.44
12.6	0.034	0.33	0.9899	6.9	48	3.25	7	1.8	0.41	136	1	0.21
11.4	0.034	0.36	0.9913	8.6	15	2.95	7	1.2	0.36	80	1	0.265
10.1	0.038	0.46	0.9956	9.8	4	2.89	4	10.5	0.3	83	1	0.36
9.4	0.05	0.24	0.997	6	55	3.34	5	12.1	0.39	164	1	0.21
9.1	0.06	0.37	0.9975	7.4	52	3	5	13.5	0.44	192	1	0.25
9.2	0.056	0.5	0.9982	7.2	68	3.01	5	13.3	0.47	195	1	0.31
9.1	0.049	0.34	0.9968	6.7	29	3.22	5	9.2	0.51	150	1	0.41
9.7	0.065	0	0.994	5.5	8	3.63	4	1.5	0.4	103	1	0.485
9.2	0.06	0.48	0.9982	7.3	57	3.04	5	13.3	0.5	196	1	0.32
8.8	0.054	0.32	0.9984	7.8	42	3.01	5	12.2	0.54	138	1	0.24
11.8	0.029	0.39	0.9923	8.1	18	3.23	6	1.9	0.52	79	1	0.28
10.1	0.044	0.27	0.9918	5.6	53	3.28	6	1.4	0.37	168	1	0.16
8.9	0.066	0.42	0.9979	7.4	48	2.89	6	14	0.42	198	1	0.24
12.4	0.036	0.24	0.9898	6.1	38	3.29	7	1.5	0.42	124	1	0.32
10.6	0.049	0.3	0.9932	6.3	14	3.28	5	4.8	0.39	85	1	0.36
8.9	0.066	0.42	0.9979	7.4	48	2.89	6	14	0.42	198	1	0.24
9.5	0.05	0.35	0.997	6.7	64	3.15	5	13.1	0.5	205	1	0.24
9.8	0.051	0.36	0.9972	7	72	3.16	5	13	0.49	177	1	0.23
9.6	0.048	0.46	0.9974	8.4	39	3.14	6	8.7	0.59	197	1	0.27
12.6	0.034	0.18	0.9896	6.7	25	3.08	7	2.4	0.44	98	1	0.46
12.7	0.066	0.46	0.9906	7.1	29	3.12	6	1.5	0.54	133	1	0.3
8.7	0.06	0.07	0.9931	6	9	3.11	4	1.2	0.35	108	1	0.67
9.3	0.048	0.31	0.9951	6.4	42	3.19	6	5.5	0.66	173	1	0.33
11	0.038	0.23	0.9924	5.9	42	3.15	5	4.2	0.5	119	1	0.3
9.1	0.197	0.44	0.9942	6.4	75	3.01	5	3.6	0.38	183	1	0.29
8.9	0.052	0.24	0.9961	6.8	54	3.13	5	7.8	0.47	214	1	0.26
8.8	0.05	0.24	0.998	7.1	52	3.1	5	13.1	0.49	204	1	0.32
9.2	0.045	0.32	0.9958	7	38	3.21	5	8.3	0.34	126	1	0.16
9.7	0.051	0.29	0.9944	6.7	31	3.44	6	5.3	0.37	122	1	0.13
11.1	0.03	0.25	0.9912	6.2	35	3.3	7	1.4	0.44	105	1	0.25
9.4	0.044	0.24	0.9961	5.8	55	3.31	5	9.2	0.38	152	1	0.26
9.4	0.044	0.24	0.9989	5.7	60	3.31	5	17.5	0.44	167	1	0.28
11.1	0.03	0.25	0.9912	6.2	35	3.3	7	1.4	0.44	105	1	0.25
9.1	0.043	0.3	0.9936	6.5	33	3.42	6	0.8	0.39	144	1	0.19
10.4	0.046	0.22	0.9929	6.3	31	3.39	6	1.8	0.54	140	1	0.495
9.1	0.041	0.32	0.9969	7.1	66	3.17	6	10.3	0.52	272	1	0.25
9.6	0.041	0.4	0.9976	8.3	38	3.34	6	7.8	0.51	194	1	0.28
9	0.058	0.38	0.9979	7.2	55	3.09	6	14.3	0.44	194	1	0.23
9.7	0.047	0.34	0.9934	6.8	64.5	3.3	6	2.7	0.58	218.5	1	0.24
10.9	0.03	0.26	0.9905	5.6	12	3.25	7	1.4	0.37	76	1	0.19
11.7	0.029	0.44	0.9913	5.8	5	3.53	3	3.5	0.43	109	1	0.24
9.6	0.04	0.39	0.9935	6.7	45	3.32	8	1.1	0.58	147	1	0.26
11	0.035	0.3	0.9927	6.3	8	3.27	7	5.7	0.41	97	1	0.35
11.8	0.032	0.39	0.9912	6.4	23	3.32	6	1.8	0.5	118	1	0.23
9.7	0.044	0.07	0.9945	5.3	34	3.34	6	7.1	0.57	145	1	0.585
9.7	0.044	0.07	0.9944	5.2	33	3.33	5	7	0.58	147	1	0.6
9.8	0.046	0.41	0.9954	6.6	51	3.14	6	8.9	0.57	169	1	0.19
10.5	0.041	0.31	0.9945	5.9	53	3.52	6	5.8	0.46	155	1	0.15
9.1	0.066	0.42	1	7.4	53	2.96	5	19.8	0.44	195	1	0.28
9.9	0.058	0.24	0.995	7.2	40	3.2	5	6.7	0.41	163	1	0.43
10.4	0.036	0.27	0.9927	6.2	30	3.2	7	4.9	0.42	134	1	0.33
10.4	0.037	0.26	0.9928	6.2	36	3.21	6	4.8	0.41	148	1	0.31
11.4	0.046	0.51	0.993	8.3	11	3.02	5	2	0.55	207	1	0.41
10	0.039	0.23	0.9944	6.4	37	3.19	6	6.3	0.65	143	1	0.34
9	0.045	0.43	0.9964	7.4	27	3.19	7	7.8	0.55	153	1	0.2
11.4	0.044	0.36	0.9914	6.3	47	3.27	7	2.1	0.74	146	1	0.12
9.6	0.071	0.3	0.9924	5.5	27	3.14	6	2.5	0.51	128	1	0.335
9	0.063	0.37	0.9978	7.3	48	2.89	6	14.3	0.38	191	1	0.22
9.4	0.053	0.21	0.9927	6.9	39	3.12	6	1	0.45	148	1	0.33
9.2	0.048	0.27	0.9936	7.2	30	3.1	6	2.4	0.51	149	1	0.27
12.5	0.027	0.22	0.9893	5.1	18	3.51	7	1.6	0.38	89	1	0.33
10.4	0.037	0.28	0.9919	6.4	12	3.32	7	1.5	0.51	119	1	0.31
9.2	0.048	0.27	0.9936	7.2	30	3.1	6	2.4	0.51	149	1	0.27
10.8	0.026	0.56	0.9906	5	24	3.48	7	1.5	0.39	115	1	0.17
9.3	0.032	0.38	0.9983	7	60	3.18	7	14.9	0.61	181	1	0.3
11.7	0.032	0.42	0.9908	6.4	32	3.3	6	2.9	0.41	83	1	0.19
11.4	0.037	0.4	0.9917	6.3	35	3.46	6	1.5	0.5	107	1	0.2
9.2	0.069	0.07	0.9934	6.1	22	3.23	5	1.4	0.52	108	1	0.35
8.7	0.046	0.31	1	7.1	55	3.07	5	18.2	0.56	252	1	0.27
12.8	0.031	0.34	0.9896	5.8	40	3.39	7	4	0.39	99	1	0.28
10.5	0.05	0.28	0.9929	7.4	33	3.31	6	1.6	0.56	137	1	0.31
10.4	0.045	0.28	0.9954	7	37	3.25	6	8.7	0.54	222	1	0.21
11.6	0.028	0.37	0.9913	6.7	24	3.29	7	1.6	0.59	102	1	0.22
9.3	0.048	0.44	0.9975	6.6	54	3.26	6	12.2	0.54	245	1	0.52
11.5	0.038	0.32	0.9937	7.1	16	3.24	3	11	0.4	66	1	0.32
10.5	0.052	0.29	0.9929	6.4	34	3.48	7	1.6	0.56	127	1	0.28
10.5	0.052	0.29	0.9929	6.4	34	3.48	7	1.6	0.56	127	1	0.28
8.7	0.047	0.62	0.9976	7.2	66	3.16	5	11	0.5	178	1	0.39
8.9	0.081	0.58	0.9962	6.3	34	2.95	5	10	0.46	126	1	0.21
9.4	0.044	0.21	0.9932	6.8	15	3.17	6	2.2	0.39	68	1	0.32
10	0.036	0.34	0.9937	6.5	34	3.14	5	3.4	0.76	200	1	0.38
10.5	0.037	0.28	0.9927	7	29	3.11	6	1.5	0.55	115	1	0.22
10.6	0.047	0.41	0.9917	5.9	45	3.33	6	1.3	0.51	104	1	0.36
9.5	0.044	0.24	0.9972	5.8	41	3.34	5	13.3	0.42	137	1	0.25
9.7	0.025	0.37	0.9928	6	43	3.46	6	1.5	0.51	117	1	0.16
8.6	0.041	0.62	0.9976	7.2	70	3.08	4	10.8	0.49	189	1	0.4
9.6	0.038	0.58	0.9975	6.8	51	3.12	6	14.2	0.48	164	1	0.19
11.2	0.025	0.33	0.9915	7.4	27	3.21	6	1.4	0.33	55	1	0.36
10.4	0.051	0.26	0.9926	6.1	28	3.37	6	2.2	0.47	167	1	0.31
11.4	0.038	0.4	0.9901	6.9	22	3.03	6	1.3	0.39	101	1	0.25
11.2	0.033	0.32	0.9898	5.8	22	3.03	6	1.7	0.38	96	1	0.36
12.5	0.04	0.46	0.9906	7.2	3	3.04	4	5	0.53	29	1	0.31
12.2	0.031	0.02	0.9896	5.2	24	3.44	6	1.6	0.35	104	1	0.36
11.4	0.04	0.31	0.9953	6.7	10	3.46	4	9.9	0.55	175	1	0.31
9.9	0.045	0.35	0.992	5.5	14	3.34	6	1.1	0.68	167	1	0.35
9.9	0.036	0.41	0.9952	6.7	29	3.22	6	8.7	0.62	148	1	0.24
10	0.04	0.22	0.9933	6.4	41	3.49	6	1.4	0.58	149	1	0.16
9.4	0.046	0.71	0.9982	8.4	22	2.98	5	12.2	0.65	160	1	0.35
12.3	0.047	0.44	0.991	7.2	51	3.01	6	4.2	0.76	144	1	0.34
10	0.059	0.38	0.9967	7.8	28	3.12	6	10.3	0.47	99	1	0.22
8.8	0.047	0.54	0.9987	6.7	44	3.04	5	16.3	0.56	181	1	0.34
10.2	0.047	0.3	0.9933	8.2	47	3.13	6	1.8	0.5	185	1	0.22
11.6	0.038	0.29	0.9912	6.5	26	3.32	7	2.7	0.41	107	1	0.28
10.8	0.03	0.07	0.9905	6.4	10	2.97	5	1.1	0.28	131	1	0.45
10.5	0.036	0.29	0.9949	5.9	31	3.35	8	11.4	0.48	115	1	0.27
9.6	0.049	0.29	0.9965	7.3	38	3.43	5	7.5	0.38	158	1	0.25
9	0.084	0.41	0.9993	6.5	59	3.18	5	16.8	0.58	222	1	0.46
9.4	0.048	0.24	0.9957	7	31	3.23	6	6.2	0.62	228	1	0.32
10.7	0.04	0.33	0.9936	6.9	16	3.26	6	4.8	0.64	131	1	0.24
9.2	0.053	0.25	0.9976	7.4	25	3.1	5	11.9	0.62	148	1	0.28
10.3	0.046	0.14	0.9937	5.6	48	3.3	5	5	0.71	198	1	0.35
9.1	0.067	0.34	0.9986	7.1	35	3.07	7	14.4	0.53	189	1	0.26
12.2	0.03	0.35	0.992	7.7	30	3.11	6	5.3	0.42	117	1	0.27
11.3	0.028	0.35	0.9932	9	27	3.04	6	4.9	0.4	95	1	0.27
9.2	0.094	0.1	0.9972	7	23	3.4	4	8.3	0.47	188	1	0.57
12.5	0.036	0.37	0.9908	6.8	38	3.35	6	1.7	0.72	195	1	0.22
11.6	0.038	0.36	0.9912	6.6	22	3.29	6	1.7	0.57	101	1	0.28
10	0.043	0.14	0.992	6.7	64	3.17	5	1.4	0.39	159	1	0.28
9.7	0.058	0.69	0.9931	6.8	12	3.06	5	1.3	0.47	171	1	0.34
11.2	0.052	0.31	0.9923	8.1	50	3.03	5	1.7	0.42	183	1	0.46
9	0.051	0.26	0.9976	6.2	54	3.25	5	13.2	0.46	201	1	0.36
9.8	0.036	0.16	0.9942	6	36	3.17	5	6.3	0.62	191	1	0.36
11.1	0.022	0.34	0.9912	6.7	22	3.23	6	1	0.57	94	1	0.19
9.7	0.042	0.7	0.998	8.4	29	3.06	5	13.1	0.64	197	1	0.4
9.2	0.044	0.21	0.99345	6.2	13	3.14	5	1	0.46	98	1	0.47
12.3	0.035	0.43	0.9916	8.2	31	3.1	6	1.6	0.5	128	1	0.27
10	0.04	0.39	0.99475	6.4	57	3.32	5	7.5	0.43	213	1	0.31
9.2	0.048	0.31	0.9969	7.7	22	3.06	6	9.2	0.61	221	1	0.42
9.4	0.185	0.27	0.9924	6	12	3.12	5	0.8	0.62	188	1	0.33
11.1	0.022	0.45	0.9934	8.8	14	3.01	7	6	0.33	49	1	0.28
9.1	0.052	0.3	0.998	6.6	40	3.02	6	14.4	0.5	183	1	0.25
10.8	0.021	0.31	0.99215	7.1	40	3.17	7	3.8	0.39	142	1	0.21
10	0.041	0.27	0.99535	7.4	24	3.17	5	7.5	0.43	160	1	0.38
11.4	0.025	0.42	0.9928	7.3	51	3.04	6	7.35	0.32	175	1	0.3
10.2	0.036	0.5	0.9964	6.9	78	3.15	6	10	0.55	167	1	0.2
9.5	0.056	0.28	0.99755	5.8	45	3.42	5	11.1	0.43	175	1	0.25
9.2	0.078	0.63	0.9988	6.7	81	3.08	5	13.4	0.44	238	1	0.5
10.9	0.028	0.36	0.99175	6.8	7	3.21	6	1.6	0.6	46	1	0.2
9.8	0.045	0.31	0.9942	6.8	29	3.41	7	5.2	0.46	120	1	0.12
9.4	0.039	0.3	0.99985	6.1	49	3.4	5	16.7	0.45	172	1	0.27
12.1	0.115	0.48	0.9918	6.4	29	3.24	6	2.2	0.58	104	1	0.225
9	0.052	0.19	0.99865	7.2	47	3.12	5	13.7	0.53	197	1	0.23
9.2	0.04	0.28	0.99815	7.7	31	3.27	6	11	0.29	117	1	0.34
10	0.046	0.08	0.99445	6.4	34	3.1	5	4.9	0.56	144	1	0.46
9.4	0.041	0.24	0.99445	5.4	30	3.42	6	4.8	0.4	113	1	0.18
9.3	0.044	0.35	0.99775	6.8	57	3.07	5	11.6	0.53	220	1	0.39
9.6	0.046	0.26	0.99745	6.2	55	3.16	6	13.1	0.41	204	1	0.29
9.5	0.046	0.26	0.99775	6.2	57	3.17	6	13.4	0.43	206	1	0.3
10.5	0.072	0.24	0.99785	7.9	44	3.03	6	15.6	0.59	229	1	0.35
9.4	0.053	0.21	0.99445	6.8	34	3.3	5	5.4	0.43	104	1	0.18
10.5	0.06	0.31	0.9963	7.3	34	3.72	6	1.7	0.69	110	1	0.205
12	0.036	0.35	0.9924	7.6	12	3.16	7	6.3	0.39	126	1	0.33
11	0.034	0.29	0.9917	7.3	29	3.3	8	1.6	0.5	118	1	0.21
9.9	0.028	0	0.9939	4.8	33	3.36	6	6.5	0.61	163	1	0.34
12.5	0.021	0.33	0.9886	6.1	26	3.12	6	2.2	0.3	117	1	0.27
10.1	0.029	0.29	0.9932	7.7	10	3.35	5	1.3	0.39	64	1	0.15
12.2	0.024	0.27	0.9906	6.1	20	3.4	7	2.6	0.67	105	1	0.34
11	0.031	0.18	0.9908	5.8	40	3.42	7	1.2	0.4	114	1	0.26
8.8	0.056	0.28	0.9944	6.9	49	3.02	8	2.4	0.47	159	1	0.21
10	0.055	0.35	0.998	6.5	47	3.58	5	12	0.47	179	1	0.25
8.9	0.033	0.43	0.9974	6.4	64	3.08	5	12.6	0.38	230	1	0.26
10	0.046	0.28	0.99685	6.5	80	3.18	6	12.5	0.41	225	1	0.26
9	0.044	0.58	0.9978	6.1	42	3.15	5	15	0.51	115	1	0.36
9.6	0.044	0.29	0.9982	7.7	39	3.06	7	15.3	0.47	194	1	0.24
12.2	0.03	0.36	0.9904	6.9	31	3.14	7	3.5	0.38	135	1	0.48
10	0.039	0.35	0.9935	8.5	24	2.96	5	1.6	0.36	147	1	0.16
10.1	0.028	0.33	0.9928	6.5	14	3.23	6	1.4	0.55	99	1	0.17
10.2	0.041	0.32	0.9926	6.6	25	3.39	7	0.9	0.54	79	1	0.23
9	0.039	0.35	0.9994	6.8	38	3.24	6	17.5	0.42	153	1	0.22
11.7	0.046	0.38	0.9925	7.1	14	3.32	6	1.8	0.9	114	1	0.13
8.6	0.05	0.33	0.9966	6.5	53	3.25	5	7.6	0.49	189	1	0.14
10.2	0.046	0.44	0.9944	8.2	7	3.14	4	1.3	0.62	69	1	0.26
10.1	0.046	0.18	0.994	7	9	3.38	4	1.3	0.47	62	1	0.24
9.2	0.056	0.3	0.9997	8	43	3.05	6	17.45	0.5	184	1	0.24
9.8	0.05	0.36	0.9936	8	16	3.15	7	1.8	0.45	84	1	0.19
11.2	0.048	0.41	0.9932	7.7	60	3.24	7	1.7	0.66	173	1	0.16
9.2	0.071	0.47	0.9968	6.8	44	2.98	5	11.2	0.88	136	1	0.37
12	0.088	0.74	0.9928	6.8	23	3.51	6	2.8	0.7	185	1	0.34
10.2	0.042	0.44	0.993	6.6	47	3.32	6	1.6	0.51	140	1	0.14
10.5	0.05	0.4	0.9932	7.3	24	3.14	5	2	0.45	92	1	0.15
9.2	0.038	0.38	0.9934	8.3	15	3.03	5	1.1	0.43	75	1	0.4
11.3	0.035	0.42	0.9908	7.6	18	2.99	5	1.3	0.39	86	1	0.29
10	0.049	0.41	0.9941	8.6	29	2.96	5	2.2	0.44	111	1	0.26
11	0.031	0.36	0.9931	6.9	38	3.35	6	1.5	0.56	147	1	0.2
11.3	0.04	0.32	0.992	8	32	3	7	1.6	0.55	166	1	0.37
8.6	0.041	0.69	0.9977	7.3	58	3.06	5	10.2	0.45	160	1	0.31
8.9	0.048	0.35	0.9982	7.2	35	3.05	6	14.5	0.47	178	1	0.21
8.8	0.045	0.31	0.9963	7.4	52	3.09	5	8.4	0.32	183	1	0.24
10.2	0.04	0.26	0.9956	6.5	44	3.32	6	8.8	0.37	139	1	0.28
10.1	0.039	0.25	0.9962	6.5	32	3.31	6	10.6	0.34	120	1	0.29
11.4	0.033	0.4	0.9914	6.3	59	3.44	5	1.6	0.53	148	1	0.16
11.5	0.028	0.45	0.9922	5.5	25	3.51	7	4.9	0.49	191	1	0.32
9.9	0.053	0.34	0.9983	6.5	55	3.52	6	12	0.44	177	1	0.22
10.4	0.047	0.38	0.9928	7	33	3.13	8	2.2	0.39	96	1	0.15
10.1	0.047	0.3	0.9931	6	30	3.17	6	1.6	0.48	117	1	0.4
11.8	0.031	0.29	0.9918	7.9	33	3.06	7	5.3	0.32	117	1	0.25
9.1	0.048	0.28	0.9936	6.9	36	3.19	6	1.2	0.43	159	1	0.2
11.5	0.034	0.49	0.9937	9	26	2.99	5	6.9	0.34	91	1	0.31
10.6	0.076	0.33	0.9921	8.5	17	3.14	6	1	0.46	57	1	0.16
9	0.054	0.29	0.9998	7.8	23	3.16	6	16.85	0.38	135	1	0.3
9.6	0.055	0.34	0.9945	7.5	50	3.29	6	1.3	0.8	153	1	0.14
9	0.054	0.29	0.9998	7.8	23	3.16	6	16.85	0.38	135	1	0.3
12.8	0.036	0.44	0.9913	7.6	10	3.01	6	1.9	0.7	119	1	0.21
10	0.036	0.26	0.9986	7.2	49	3.41	6	12.7	0.5	214	1	0.26
9.2	0.036	0.4	0.9956	9.8	35	2.97	5	2.8	0.39	167	1	0.44
11.1	0.026	0.38	0.9914	6.6	40	3.25	8	2.2	0.4	104	1	0.21
10.7	0.024	0.26	0.9948	6.9	36	3.16	7	5.2	0.72	135	1	0.25
9.2	0.074	0.32	0.998	7.1	29	2.96	6	14.45	0.42	107	1	0.26
10.7	0.049	0.16	0.9917	5	10	3.48	6	1.5	0.44	97	1	0.33
9.7	0.064	0.39	0.9958	7.3	28	3.29	5	6.7	0.3	188	1	0.27
10.6	0.045	0.42	0.9959	8	41	3.17	5	7.1	0.43	169	1	0.28
12.3	0.033	0.39	0.9908	7.2	29	3.26	7	2.3	0.54	102	1	0.23
12.4	0.03	0.37	0.992	7.9	40	3.17	7	4.5	0.54	114	1	0.41
10.1	0.043	0.31	0.9937	7.7	47	3.42	6	1.3	0.5	155	1	0.26
10.5	0.036	0.31	0.993	7.8	46	3.03	5	1.7	0.48	195	1	0.32
10.9	0.024	0.39	0.9928	7.3	35	3.17	5	3.6	0.51	116	1	0.24
13.3	0.033	0.42	0.9918	8.1	36	2.98	7	6.6	0.39	141	1	0.43
10.4	0.051	0.44	0.9981	8.4	46	3.15	5	10.7	0.51	195	1	0.57
10.5	0.034	0.23	0.9952	5.3	48	3.82	7	5.15	0.51	160	1	0.26
9.3	0.049	0.33	0.9927	5.7	28	3.13	5	1.1	0.42	150	1	0.245
10.2	0.036	0.27	0.9948	6.4	88	3.28	6	6.7	0.35	223	1	0.17
9	0.034	0.16	0.9955	6.9	65	3.08	6	6.8	0.39	212	1	0.29
9.5	0.039	0.46	0.9944	9.6	77.5	2.92	6	1.45	0.46	223	1	0.29
10.9	0.037	0.47	0.9938	8.1	23	3.21	5	1.1	0.42	126	1	0.5
9.4	0.048	0.56	0.9993	8.4	55	3.07	6	13.8	0.58	190	1	0.35
8.6	0.044	0.42	1.0003	8	45	3.21	7	14.6	0.69	163	1	0.22
12.1	0.028	0.34	0.9911	7.7	26	2.99	7	1.8	0.48	168	1	0.27
11.6	0.03	0.22	0.993	6.9	10	3	4	4.3	0.87	102	1	0.39
10.9	0.045	0.33	0.9942	7.5	30	3.32	6	5	0.44	131	1	0.38
10.3	0.035	0.36	0.9952	8.2	60	3.05	6	8.1	0.3	163	1	0.2
10.3	0.044	0.31	0.9932	6.4	25	3.54	6	1.1	0.51	96	1	0.15
11	0.093	0.26	0.9924	6.2	40	3.44	5	1.7	0.66	161	1	0.2
10.8	0.043	0.35	0.9927	6.9	21	3.25	6	1.3	0.62	182	1	0.16
10.1	0.047	0.24	0.995	5.7	60	3.65	6	2.3	0.72	189	1	0.21
12.2	0.039	0.39	0.9928	7	46	3.21	7	6.2	0.35	163	1	0.46
10.4	0.042	0.39	0.9924	9.2	15	2.96	4	0.9	0.28	61	1	0.35
8.9	0.05	0.41	1	7.3	55	3.32	6	15.4	0.59	191	1	0.22
11.3	0.04	0.33	0.9906	6.4	42	3.19	7	1.4	0.48	115	1	0.25
11.4	0.04	0.41	0.9907	7.6	38	2.92	5	1.1	0.42	143	1	0.19
10.9	0.037	0.41	0.9914	7	22	3.25	6	0.9	0.43	95	1	0.14
8.9	0.05	0.41	1	7.3	55	3.32	6	15.4	0.59	191	1	0.22
12.3	0.039	0.3	0.992	5.7	24	3.54	7	5.7	0.61	98	1	0.43
13.4	0.034	0.33	0.99	6.6	15	3.28	6	2.8	0.51	85	1	0.42
11.3	0.044	0.29	0.9918	7.3	12	3.2	7	1.2	0.48	143	1	0.18
9.3	0.052	0.48	0.9979	6.3	57	3.17	6	12.6	0.52	222	1	0.67
10.2	0.069	0.24	0.9942	6.3	9	3.15	4	6.9	0.35	117	1	0.39
10.5	0.034	0.36	0.9944	8.2	12	3.01	8	6.8	0.38	90	1	0.22
10.8	0.04	0.74	0.9916	7.6	27	3.07	7	1.6	0.4	103	1	0.14
10.4	0.033	0.49	0.9923	8.2	28	3	7	1.1	0.68	81	1	0.18
